region,year,vrp,real_vrp,population,real_vrp_pop
Город Москва столица Российской Федерации город федерального значения,2011,9948772832300.0,10254155522823.63,11604910.0,857289.9602237329
Город Москва столица Российской Федерации город федерального значения,2012,10666870543000.0,10674073409202.01,11759124.0,907114.3856464138
Город Москва столица Российской Федерации город федерального значения,2013,11814897422800.0,11705817327535.793,11942945.0,989278.3917869504
Город Москва столица Российской Федерации город федерального значения,2014,12779525693100.0,12636267210080.35,12109770.0,1055307.0531562532
Город Москва столица Российской Федерации город федерального значения,2015,13520862856800.0,13656071485368.0,12278053.0,1101222.0632049723
Город Санкт-Петербург город федерального значения,2004,542359205900.0,942510840901.9943,4674264.0,116030.93147926604
Город Санкт-Петербург город федерального значения,2005,666392776800.0,1069303928593.6893,4699672.0,141795.59271370427
Город Санкт-Петербург город федерального значения,2006,825102347900.0,1222503884398.3296,4730202.0,174432.7933352529
Город Санкт-Петербург город федерального значения,2007,1119660287200.0,1466783765567.8167,4756207.0,235410.335841144
Город Санкт-Петербург город федерального значения,2008,1431839580300.0,1716145166018.8452,4781789.0,299435.96011869196
Город Санкт-Петербург город федерального значения,2009,1475805357300.0,1875759038091.0574,4815736.0,306454.78848923615
Город Санкт-Петербург город федерального значения,2010,1699486368100.0,2047449463021.4585,4866052.0,349253.63890480413
Город Санкт-Петербург город федерального значения,2011,2091914265700.0,2327077946968.4067,4937079.0,423714.9670280747
Город Санкт-Петербург город федерального значения,2012,2280425973300.0,2432196836842.482,5023175.0,453980.99275856407
Город Санкт-Петербург город федерального значения,2013,2491423294600.0,2610252276749.0713,5133600.0,485316.9889745987
Город Санкт-Петербург город федерального значения,2014,2661210012600.0,2760531692690.257,5235957.0,508256.65921244194
Город Санкт-Петербург город федерального значения,2015,3387417730300.0,3465328338096.9,5303737.0,638685.0875712729
Город федерального значения Севастополь,2004,0.0,,,
Город федерального значения Севастополь,2005,0.0,,,
Город федерального значения Севастополь,2006,0.0,,,
Город федерального значения Севастополь,2007,0.0,,,
Город федерального значения Севастополь,2008,0.0,,,
Город федерального значения Севастополь,2009,0.0,,,
Город федерального значения Севастополь,2010,0.0,,,
Город федерального значения Севастополь,2011,0.0,,0.0,
Город федерального значения Севастополь,2012,0.0,,0.0,
Город федерального значения Севастополь,2013,0.0,,0.0,
Город федерального значения Севастополь,2014,30148564300.0,33931153919.899498,386474.0,78009.29506253978
Город федерального значения Севастополь,2015,48663257200.0,52410328004.4,418188.0,116366.93831482492
Еврейская автономная область,2004,11230876000.0,14163901051.975155,187088.0,60029.91105789789
Еврейская автономная область,2005,14204158700.0,17158695575.554121,183708.0,77319.21690944325
Еврейская автономная область,2006,17976786100.0,20623028074.421608,180529.0,99578.3840823358
Еврейская автономная область,2007,23726088100.0,22796186111.75914,179058.0,132505.043617152
Еврейская автономная область,2008,23976970500.0,22854400417.234512,178430.0,134377.46174970578
Еврейская автономная область,2009,25320010800.0,25271791983.96116,177824.0,142388.03985963648
Еврейская автономная область,2010,31555879400.0,26919474484.31987,176902.0,178380.56890255623
Еврейская автономная область,2011,39467028800.0,32126205996.867737,175111.0,225382.92168967112
Еврейская автономная область,2012,42743626000.0,34279172233.067425,172814.0,247338.9077273832
Еврейская автономная область,2013,38428707500.0,37356036765.516304,170331.0,225611.9408680745
Еврейская автономная область,2014,41948089200.0,40533977164.9788,167695.0,250145.13968812427
Еврейская автономная область,2015,44554774900.0,43797343726.7,165149.0,269785.3144735966
Забайкальский край,2004,61261754500.0,89853372611.39331,1137733.0,53845.45802925643
Забайкальский край,2005,69647086900.0,97380594182.68044,1128053.0,61740.97041539715
Забайкальский край,2006,90732107400.0,122690213860.43343,1119235.0,81066.18127560342
Забайкальский край,2007,110822390700.0,143403631546.7555,1113291.0,99544.8545797999
Забайкальский край,2008,140301970900.0,169356403119.83044,1110317.0,126362.08479200084
Забайкальский край,2009,148587919100.0,183768695510.99298,1109084.0,133973.54853194166
Забайкальский край,2010,166742523000.0,202974131804.1463,1107564.0,150548.88295394217
Забайкальский край,2011,203869010000.0,231716023543.5175,1100825.0,185196.56621170486
Забайкальский край,2012,223968778500.0,246667900389.00055,1091449.0,205203.155163457
Забайкальский край,2013,229239421900.0,250220734211.3582,1083079.0,211655.31036978835
Забайкальский край,2014,234840837900.0,248386457430.07205,1075445.0,218366.199945139
Забайкальский край,2015,247666201000.0,257572849040.0,1068032.0,231890.24392527566
Ивановская область,2004,40159417400.0,42890913952.307076,1123883.0,35732.73855018716
Ивановская область,2005,44415390300.0,45263704721.67282,1109301.0,40039.07893349055
Ивановская область,2006,55090024600.0,52469364338.59672,1095849.0,50271.54708358542
Ивановская область,2007,74752020400.0,63398066856.21858,1085475.0,68865.72274810566
Ивановская область,2008,86980342300.0,73842893238.69499,1077710.0,80708.485863544
Ивановская область,2009,87061913200.0,79304875244.58453,1071048.0,81286.65867449451
Ивановская область,2010,109884497000.0,98324178411.7457,1063948.0,103279.9507118769
Ивановская область,2011,128905378900.0,114656045989.34453,1054601.0,122231.42107773462
Ивановская область,2012,136115043700.0,125589986557.3797,1044128.0,130362.41121778173
Ивановская область,2013,158228677300.0,138909314664.31012,1033844.0,153048.89064501028
Ивановская область,2014,151876823900.0,148312578596.71478,1022945.0,148470.1757181471
Ивановская область,2015,180517481300.0,174018851973.2,1011314.0,178497.95543223963
Иркутская область,2004,213244243300.0,394597679187.4719,2538189.0,84014.32805043281
Иркутская область,2005,258095485000.0,440990426477.05347,2508111.0,102904.331187894
Иркутская область,2006,330834339900.0,504709307230.6562,2479763.0,133413.69312309282
Иркутская область,2007,402654747200.0,563039423178.949,2461396.0,163587.95870310994
Иркутская область,2008,438852376700.0,591760100170.0284,2451849.0,178988.3376586405
Иркутская область,2009,458774863000.0,618006099177.0223,2444339.0,187688.72198168913
Иркутская область,2010,546141037500.0,688853239842.4592,2434172.0,224364.19345058608
Иркутская область,2011,634561429700.0,765912707127.7355,2426464.0,261516.93563143734
Иркутская область,2012,737971577000.0,814194036607.1759,2424093.0,304432.03994236194
Иркутская область,2013,805197485900.0,870944578970.4474,2421657.0,332498.56850082404
Иркутская область,2014,916317516800.0,945742304899.4816,2418669.0,378851.9705672831
Иркутская область,2015,1001717600000.0,1029765692800.0,2416463.0,414538.77009496937
Кабардино-Балкарская Республика,2004,29052896400.0,47114814332.84417,883474.0,32884.83464142691
Кабардино-Балкарская Республика,2005,36833426200.0,55410415400.85489,871733.0,42253.10525126386
Кабардино-Балкарская Республика,2006,43309667400.0,62168852828.11091,862309.0,50225.22947110607
Кабардино-Балкарская Республика,2007,48908741300.0,66990498342.71096,857871.0,57011.766687532276
Кабардино-Балкарская Республика,2008,58093405700.0,73744921096.32835,857704.0,67731.29855987613
Кабардино-Балкарская Республика,2009,65660075200.0,79990596348.14626,858851.0,76451.06683231433
Кабардино-Балкарская Республика,2010,77086378500.0,89014906959.26396,859684.0,89668.2717137925
Кабардино-Балкарская Республика,2011,90594494900.0,100493084752.4851,860743.0,105251.50352660434
Кабардино-Балкарская Республика,2012,106711256200.0,111881668486.82364,863328.0,123604.53524037215
Кабардино-Балкарская Республика,2013,110971486600.0,117761454561.99957,866194.0,128113.89434699387
Кабардино-Балкарская Республика,2014,116885983200.0,122084487302.82,870106.0,134335.33753358785
Кабардино-Балкарская Республика,2015,120528853900.0,123542075247.49998,875632.0,137647.84053118204
Калининградская область,2004,66552054000.0,114437485698.92851,944993.0,70425.97564214762
Калининградская область,2005,81837624000.0,135831376016.70706,939336.0,87122.84422187587
Калининградская область,2006,103138675300.0,148470212485.38205,935452.0,110255.44367856394
Калининградская область,2007,143927713400.0,172799715711.20096,934814.0,153964.01145040616
Калининградская область,2008,179266673800.0,205566090599.89053,935955.0,191533.43248339932
Калининградская область,2009,169519577900.0,212447039989.2993,937623.0,180797.1625056126
Калининградская область,2010,195749051600.0,227991269807.27313,940228.0,208193.17399609456
Калининградская область,2011,241004767300.0,268356735228.28235,944433.0,255184.6105546926
Калининградская область,2012,265361185900.0,282213369457.21497,951168.0,278984.5599305275
Калининградская область,2013,275885819000.0,290501372373.7156,959635.0,287490.3676918828
Калининградская область,2014,314088269200.0,316183237955.56396,967055.0,324788.4238228436
Калининградская область,2015,349818634200.0,357514644152.4,973979.0,359164.4524163252
Калужская область,2004,57993834500.0,105781881257.39822,1029618.0,56325.583371697074
Калужская область,2005,70953853300.0,122557961582.25359,1025461.0,69192.15191996575
Калужская область,2006,86150526800.0,139463018700.87375,1021741.0,84317.38258521484
Калужская область,2007,111869028800.0,160832051306.08304,1018934.0,109790.26001684113
Калужская область,2008,150394345200.0,186717782587.1371,1016662.0,147929.54315200137
Калужская область,2009,154946139700.0,205522363675.92197,1015297.0,152611.63945131327
Калужская область,2010,188601255800.0,227214261130.27505,1012093.0,186347.75242986562
Калужская область,2011,234749049800.0,250496064650.8729,1011477.0,232085.4055999296
Калужская область,2012,285256615000.0,277729642134.0877,1015211.0,280982.5888411375
Калужская область,2013,292841012100.0,293327070197.5656,1018788.0,287440.5785109365
Калужская область,2014,326459475400.0,317169091649.06683,1026500.0,318031.6370189966
Калужская область,2015,339760798200.0,348934339751.4,1034519.0,328423.932474899
Камчатский край,2004,35139326900.0,50210609685.043236,347209.0,101205.11536279302
Камчатский край,2005,43974322700.0,59899848988.98265,340251.0,129240.83309086527
Камчатский край,2006,56119746600.0,72321476241.4134,333702.0,168173.24019634284
Камчатский край,2007,66076751600.0,80484935042.22827,329379.0,200610.0923252545
Камчатский край,2008,77854330200.0,91008292698.74399,326564.0,238404.50937641627
Камчатский край,2009,94643180000.0,105165133803.21269,324172.0,291953.592537295
Камчатский край,2010,103123219200.0,115163760005.99997,322412.0,319849.1966800243
Камчатский край,2011,114375896500.0,123410904472.81519,319957.0,357472.71195816936
Камчатский край,2012,127412699200.0,134518137165.81477,317514.0,401282.14566916734
Камчатский край,2013,133363977700.0,141508845493.8919,315524.0,422674.5911562987
Камчатский край,2014,145761332700.0,153283783557.98163,312031.0,467137.3443664251
Камчатский край,2015,175404827200.0,181017781670.4,308290.0,568960.4826624283
Карачаево-Черкесская Республика,2004,13127205100.0,19497681405.36134,447281.0,29348.899461412402
Карачаево-Черкесская Республика,2005,16724287200.0,23172000570.380665,452354.0,36971.679702180154
Карачаево-Черкесская Республика,2006,23260130700.0,28394367749.14654,458069.0,50778.66151169365
Карачаево-Черкесская Республика,2007,27469713000.0,32336679161.008236,464008.0,59200.94696643161
Карачаево-Черкесская Республика,2008,35714147500.0,38999839771.93714,468215.0,76277.2390888801
Карачаево-Черкесская Республика,2009,38584122600.0,41716684984.10732,471928.0,81758.49409231916
Карачаево-Черкесская Республика,2010,43651463400.0,46315439003.762764,475598.0,91782.26863864019
Карачаево-Черкесская Республика,2011,49252071100.0,49674755132.08833,476098.0,103449.4391910909
Карачаево-Черкесская Республика,2012,58712085800.0,56557742318.97291,473570.0,123977.62907278755
Карачаево-Черкесская Республика,2013,66106622000.0,64259281703.13708,471432.0,140225.14805952925
Карачаево-Черкесская Республика,2014,65326632600.0,64797029589.511795,470246.0,138920.12393513182
Карачаево-Черкесская Республика,2015,67482709800.0,70384466321.4,469913.0,143606.8161553309
Кемеровская область - Кузбасс,2004,244462008400.0,268599755265.96774,2847534.0,85850.42650939374
Кемеровская область - Кузбасс,2005,295378395200.0,303879715500.4958,2819452.0,104764.47025875951
Кемеровская область - Кузбасс,2006,342210553900.0,328413951551.3271,2795970.0,122394.21520974832
Кемеровская область - Кузбасс,2007,437790239700.0,393389733243.0725,2783115.0,157302.2457570025
Кемеровская область - Кузбасс,2008,575901943200.0,506850347159.84607,2778294.0,207286.1774887755
Кемеровская область - Кузбасс,2009,512408005000.0,485435346851.5395,2774661.0,184674.09351989307
Кемеровская область - Кузбасс,2010,625914914700.0,577378153275.3099,2767109.0,226198.1420681296
Кемеровская область - Кузбасс,2011,751198381000.0,677367033507.156,2755459.0,272621.8684436967
Кемеровская область - Кузбасс,2012,718320397600.0,676117384751.4247,2744931.0,261689.78294900674
Кемеровская область - Кузбасс,2013,667950503800.0,654902959043.9218,2735475.0,244180.8109377713
Кемеровская область - Кузбасс,2014,752024021200.0,722168667558.36,2725515.0,275919.9715283167
Кемеровская область - Кузбасс,2015,843345411600.0,818045049252.0,2716100.0,310498.6604322374
Кировская область,2004,70706195800.0,84436212082.57623,1458918.0,48464.81831055618
Кировская область,2005,79800573500.0,94446553996.35709,1432001.0,55726.61855683062
Кировская область,2006,97047107200.0,108664506335.28346,1407331.0,68958.267244877
Кировская область,2007,118154939900.0,126239631438.92436,1387700.0,85144.44036895582
Кировская область,2008,151116690800.0,155546024415.80704,1372193.0,110127.86889307846
Кировская область,2009,146321315400.0,165870146785.6604,1358848.0,107680.41414492276
Кировская область,2010,172351976800.0,186786384864.17313,1345725.0,128073.69767225845
Кировская область,2011,195269516500.0,201930590846.51105,1329235.0,146903.68256929738
Кировская область,2012,208505372800.0,211805453269.70865,1311107.0,159030.02028057206
Кировская область,2013,224152282400.0,226341959697.69003,1294235.0,173192.8764096165
Кировская область,2014,254089389800.0,251048447982.8736,1278488.0,198742.09988674123
Кировская область,2015,282191042800.0,281062278628.8,1264004.0,223251.700785757
Костромская область,2004,37787393000.0,46857721524.31043,717560.0,52660.95239422487
Костромская область,2005,44684667000.0,53485124001.07565,705870.0,63304.386076756346
Костромская область,2006,54351137300.0,61142260264.76285,694788.0,78226.93728158805
Костромская область,2007,65700388400.0,69398675592.86075,686616.0,95687.23769909237
Костромская область,2008,81040690400.0,82389303244.77014,680605.0,119071.54722636478
Костромская область,2009,78920734400.0,88951295645.25569,675366.0,116856.24446596364
Костромская область,2010,98130651600.0,104047722519.40445,669665.0,146536.92756826174
Костромская область,2011,116629753600.0,119020482461.26366,662068.0,176159.78056634666
Костромская область,2012,130840402000.0,128263618721.43532,654405.0,199937.96196544953
Костромская область,2013,139015869300.0,133214152095.33298,647846.0,214581.65875840862
Костромская область,2014,146731493700.0,140047580698.9776,641674.0,228669.84434463605
Костромская область,2015,160579751000.0,155441198968.0,635251.0,252781.57924977687
Краснодарский край,2004,313623614500.0,530123912547.7599,5116904.0,61291.67451646543
Краснодарский край,2005,372929771500.0,594128396437.703,5123077.0,72794.09844903756
Краснодарский край,2006,483950672400.0,696476923885.0059,5135081.0,94244.01920826566
Краснодарский край,2007,648211328600.0,845759215153.3478,5156798.0,125700.35293218776
Краснодарский край,2008,803834070300.0,963979139729.374,5182562.0,155103.60904510162
Краснодарский край,2009,861603272600.0,1052197046356.6586,5204330.0,165555.08059634958
Краснодарский край,2010,1028308379600.0,1182465821588.8145,5222110.0,196914.34680617604
Краснодарский край,2011,1244652771900.0,1330151660852.9893,5263586.0,236464.79261476872
Краснодарский край,2012,1459490842100.0,1504096041495.1567,5326627.0,273999.0695988287
Краснодарский край,2013,1662969166600.0,1649464007745.4949,5399752.0,307971.3969456375
Краснодарский край,2014,1784833468300.0,1758032408940.007,5474621.0,326019.5488052963
Краснодарский край,2015,1933512135500.0,1935445647635.4998,5542754.0,348836.0002085606
Красноярский край,2004,365454117900.0,525406484633.80646,2916918.0,125287.7584834404
Красноярский край,2005,439736915100.0,612005285117.767,2885622.0,152388.95291898938
Красноярский край,2006,585881913300.0,781037416465.829,2857370.0,205042.36878668147
Красноярский край,2007,734154785000.0,923301448839.1019,2841219.0,258394.29660297217
Красноярский край,2008,737950436400.0,887261000788.831,2834802.0,260318.15851689113
Красноярский край,2009,749194771000.0,914497885936.0974,2832722.0,264478.7490618564
Красноярский край,2010,1055525039900.0,1217785618679.6135,2830979.0,372848.0641855697
Красноярский край,2011,1170827261600.0,1277968470708.4614,2834045.0,413129.38277268
Красноярский край,2012,1183228012000.0,1220703214683.9443,2843351.0,416138.56748604024
Красноярский край,2013,1256934073200.0,1260197953907.8782,2851211.0,440842.18011224
Красноярский край,2014,1410719899500.0,1400379322636.6648,2858013.0,493601.6384460113
Красноярский край,2015,1667041088300.0,1692046704624.4998,2865506.0,581761.5067984503
Курганская область,2004,42470625100.0,53535452329.563736,990238.0,42889.31054958505
Курганская область,2005,50245831500.0,58917511687.93828,971422.0,51723.99997117627
Курганская область,2006,68434478100.0,71775712949.15668,953942.0,71738.61524075887
Курганская область,2007,81075951700.0,81450567039.00407,940290.0,86224.4112986419
Курганская область,2008,106223192600.0,97634036575.05586,929846.0,114237.40339798204
Курганская область,2009,107914467400.0,106769166536.03664,921883.0,117058.745415633
Курганская область,2010,117879458800.0,119618870826.21205,913699.0,129013.44841134772
Курганская область,2011,136325109000.0,129528747507.96835,900988.0,151306.24270245552
Курганская область,2012,146045489900.0,144546383188.16177,886406.0,164761.39590661615
Курганская область,2013,167037928200.0,160820370944.30634,873840.0,191153.90483383686
Курганская область,2014,170310306300.0,168868118626.25162,862860.0,197378.8404839719
Курганская область,2015,179436329900.0,182666183838.2,852225.0,210550.4179060694
Курская область,2004,76506126400.0,125025467955.04163,1204592.0,63512.06582809781
Курская область,2005,86624904400.0,135465515176.80354,1186719.0,72995.29576925961
Курская область,2006,104035678400.0,154650934380.79114,1169605.0,88949.41317795325
Курская область,2007,128798961800.0,175171095182.40244,1156720.0,111348.43505774949
Курская область,2008,167865828500.0,219311624383.4855,1147593.0,146276.44861897902
Курская область,2009,161570900500.0,219882803615.57172,1139159.0,141833.49339293287
Курская область,2010,193648603600.0,255861690657.10486,1130319.0,171322.0812885566
Курская область,2011,228851372200.0,278942786017.476,1123331.0,203725.68032040424
Курская область,2012,248213073600.0,288961234590.5694,1119597.0,221698.58761679425
Курская область,2013,271542540000.0,303378701962.7134,1117744.0,242938.04305816
Курская область,2014,298287251800.0,318908147804.18585,1116272.0,267217.3554474178
Курская область,2015,336999397500.0,350142374002.50006,1116370.0,301870.7037093437
Ленинградская область,2004,166444990800.0,283625895056.2332,1677366.0,99229.97771506039
Ленинградская область,2005,205416865300.0,319374835140.29065,1683411.0,122024.19094326935
Ленинградская область,2006,265260398800.0,370878985871.91223,1688244.0,157122.07406038465
Ленинградская область,2007,309028600300.0,406466931407.82764,1691844.0,182657.8575211426
Ленинградская область,2008,383255432200.0,478725423497.5933,1695738.0,226010.99474093286
Ленинградская область,2009,430395477600.0,539767253987.44763,1701902.0,252890.87009710312
Ленинградская область,2010,490303735200.0,583395970716.811,1711743.0,286435.36745878326
Ленинградская область,2011,581712014200.0,649915132628.8528,1730578.0,336137.4143205334
Ленинградская область,2012,672066885200.0,707027971789.0981,1755561.0,382821.7220592164
Ленинградская область,2013,678718344000.0,724163733398.4417,1779030.0,381510.34215274616
Ленинградская область,2014,703325644500.0,748920839381.6461,1799173.0,390916.07338482735
Ленинградская область,2015,849616556200.0,864909654211.6,1815091.0,468084.82671116764
Липецкая область,2004,141778281800.0,201945314311.52548,1201926.0,117959.24358071962
Липецкая область,2005,145194438100.0,203354177885.4674,1196235.0,121376.18285704732
Липецкая область,2006,179057311900.0,231775709178.0798,1192149.0,150197.091051538
Липецкая область,2007,209821466700.0,251479171715.83167,1188557.0,176534.6270309291
Липецкая область,2008,259532156600.0,300250350385.9339,1184344.0,219135.78875732052
Липецкая область,2009,226661962900.0,280452542737.13574,1179516.0,192165.22955178225
Липецкая область,2010,248544937000.0,295700676368.87195,1174539.0,211610.6293618177
Липецкая область,2011,287816751000.0,326739906844.3487,1170042.0,245988.39272436374
Липецкая область,2012,293301248300.0,327078688648.2768,1167263.0,251272.63375948693
Липецкая область,2013,315685382900.0,340464841855.01385,1166303.0,270671.84333745175
Липецкая область,2014,398464471600.0,408888302177.05597,1166156.0,341690.53848713206
Липецкая область,2015,448994309500.0,456178218452.0,1166590.0,384877.5572394757
Магаданская область,2004,24612307200.0,30001045777.005543,176003.0,139840.27090447323
Магаданская область,2005,27167757700.0,33826352474.837658,172167.0,157798.86795959738
Магаданская область,2006,31203220800.0,38696090149.77632,168650.0,185017.61517936556
Магаданская область,2007,35314388900.0,44103200712.77554,165446.0,213449.6385527604
Магаданская область,2008,42053762400.0,49876376986.973724,162465.0,258848.13590619518
Магаданская область,2009,47895927700.0,57205710411.801476,159971.0,299403.8150664808
Магаданская область,2010,59619732700.0,68207215410.44227,157768.0,377894.9641245373
Магаданская область,2011,72174196300.0,80634759483.712,155425.0,464366.7125623291
Магаданская область,2012,78417874000.0,84565972367.81334,153172.0,511959.5879142402
Магаданская область,2013,88905891900.0,92277448701.10965,150919.0,589096.7465991691
Магаданская область,2014,96936815100.0,97682453081.7492,148607.0,652303.155975156
Магаданская область,2015,125798292900.0,124037116799.4,146453.0,858966.9921408234
Московская область,2004,535204357500.0,895065382796.572,6704033.0,79833.19257229193
Московская область,2005,708062106500.0,1100510528092.67,6760297.0,104738.31349421483
Московская область,2006,934328853500.0,1335958801386.8376,6815337.0,137092.09882064525
Московская область,2007,1295649859000.0,1676558372628.3574,6871095.0,188565.26638039498
Московская область,2008,1645753015700.0,1968196365602.2732,6926692.0,237595.8127920225
Московская область,2009,1519446285400.0,2010113994812.2305,6991111.0,217339.7454853742
Московская область,2010,1832867320800.0,2251389623821.997,7065211.0,259421.45546679356
Московская область,2011,2176795270700.0,2473497771638.81,7174980.0,303386.9461238916
Московская область,2012,2357081889400.0,2555685015155.963,7314618.0,322242.6501835092
Московская область,2013,2545951544800.0,2701045459481.007,7452612.0,341618.68950107694
Московская область,2014,2742886116200.0,2907069793343.4995,7593006.0,361238.50240602996
Московская область,2015,3180924558400.0,3285895068827.1997,7736019.0,411183.65381470753
Мурманская область,2004,124972033400.0,126704187996.24248,865042.0,144469.3244952268
Мурманская область,2005,132870161900.0,131554479712.01079,848184.0,156652.52103317206
Мурманская область,2006,158126958600.0,152445163836.81174,831703.0,190124.30951914325
Мурманская область,2007,191584611100.0,180724677942.9026,819559.0,233765.48985490977
Мурманская область,2008,213733509500.0,202022114951.83658,810347.0,263755.538676641
Мурманская область,2009,202235465000.0,209598792368.07086,802659.0,251956.88953839676
Мурманская область,2010,233438926400.0,243398754152.72964,796921.0,292926.0571625042
Мурманская область,2011,263811660600.0,275618598546.14087,788155.0,334720.53162131814
Мурманская область,2012,283846219500.0,295074435527.1503,775704.0,365920.7887286903
Мурманская область,2013,306578763800.0,316176805537.2457,761637.0,402526.0902503423
Мурманская область,2014,328291771700.0,334224660598.1624,748995.0,438309.6972609964
Мурманская область,2015,401582689800.0,403992185938.8,739001.0,543412.9179798133
Нижегородская область,2004,241230399700.0,337966132612.9325,3464488.0,69629.45165346221
Нижегородская область,2005,299723679500.0,396146967596.07623,3431111.0,87354.70216498387
Нижегородская область,2006,376180272900.0,459944683896.3094,3399341.0,110662.705771501
Нижегородская область,2007,473307365800.0,530916657655.2898,3373588.0,140297.91598737013
Нижегородская область,2008,588790753800.0,646239015227.2544,3353268.0,175587.1447793615
Нижегородская область,2009,547222968200.0,680969914384.4795,3335266.0,164071.76165259382
Нижегородская область,2010,652805908100.0,755682246936.593,3317230.0,196792.47688583547
Нижегородская область,2011,770774009800.0,834650196715.5133,3300620.0,233524.00755009663
Нижегородская область,2012,842195541900.0,878603689706.3544,3288397.0,256111.27303059818
Нижегородская область,2013,925181946300.0,946252548795.1067,3277386.0,282292.6400186002
Нижегородская область,2014,1009460144400.0,1003352910526.38,3264280.0,309244.3492592547
Нижегородская область,2015,1104643248600.0,1137782546058.0,3250563.0,339831.3610903711
Новгородская область,2004,49242284700.0,76818018316.0825,678742.0,72549.34083937638
Новгородская область,2005,63848258500.0,95956987972.89497,670068.0,95286.2373669538
Новгородская область,2006,74923821700.0,108271495011.61275,661600.0,113246.40522974607
Новгородская область,2007,86664884700.0,118709346943.64305,654891.0,132334.8231995859
Новгородская область,2008,115141271100.0,145762400198.3533,648784.0,177472.42703272583
Новгородская область,2009,117710049200.0,150671718298.04907,642533.0,183196.89292223123
Новгородская область,2010,127407773600.0,159418417175.14255,636248.0,200248.6036891275
Новгородская область,2011,153419723200.0,185116446359.1268,631019.0,243130.1168427575
Новгородская область,2012,170605730800.0,189901389730.73032,627075.0,272065.9104572818
Новгородская область,2013,178818094400.0,195331284506.1631,622980.0,287036.6535041253
Новгородская область,2014,209304438500.0,217331682325.352,618968.0,338150.6612619715
Новгородская область,2015,234075725600.0,237820937209.6,615245.0,380459.3708197547
Новосибирская область,2004,191826720200.0,293595776176.3109,2670069.0,71843.35693197441
Новосибирская область,2005,235381809600.0,330815400771.6187,2660419.0,88475.46555636537
Новосибирская область,2006,296064520300.0,383503603977.9169,2651024.0,111679.30592103278
Новосибирская область,2007,365531170100.0,423891128552.7352,2644961.0,138199.07745331596
Новосибирская область,2008,453574596300.0,497626667902.9803,2645825.0,171430.30861829486
Новосибирская область,2009,425400204100.0,522053604479.621,2655259.0,160210.4367596532
Новосибирская область,2010,484141280500.0,568012423574.8586,2664029.0,181732.73658057026
Новосибирская область,2011,598563535900.0,647838411250.274,2677403.0,223561.24046323993
Новосибирская область,2012,728154027100.0,776450281051.611,2700432.0,269643.53373830556
Новосибирская область,2013,817516729000.0,830228705377.5854,2724153.0,300099.4176905629
Новосибирская область,2014,911219030200.0,902817590741.5559,2744412.0,332027.0535910789
Новосибирская область,2015,1021642902800.0,1032880974730.7999,2761518.0,369956.9956813608
Омская область,2004,192877299200.0,247959507702.58566,2043416.0,94389.63930986152
Омская область,2005,220686140100.0,267398720071.00897,2025189.0,108970.63933292152
Омская область,2006,262506707400.0,316174390030.9778,2009785.0,130614.32312411527
Омская область,2007,296004737000.0,338898156216.6806,1998286.0,148129.315323232
Омская область,2008,347760331700.0,382472184895.92615,1990503.0,174709.77521762086
Омская область,2009,336259628600.0,382049105338.1204,1985850.0,169327.80854545912
Омская область,2010,382620432500.0,423294058623.4107,1980273.0,193216.00228857333
Омская область,2011,451418768900.0,470693545074.076,1974409.0,228634.88208370202
Омская область,2012,491507584500.0,503432300184.9149,1970536.0,249428.37101174504
Омская область,2013,551734032200.0,537697366686.79974,1967459.0,280429.7483200412
Омская область,2014,602605090800.0,575759034004.86,1966950.0,306365.2308396248
Омская область,2015,618127725400.0,608855809519.0,1966641.0,314306.33521827316
Оренбургская область,2004,169876711100.0,226036170660.47556,2136201.0,79522.81227281515
Оренбургская область,2005,213138150800.0,269581168000.25125,2107977.0,101110.2828920809
Оренбургская область,2006,302808408700.0,355615420351.73706,2080693.0,145532.47821759386
Оренбургская область,2007,370880914200.0,397045712870.90765,2061796.0,179882.44918507943
Оренбургская область,2008,430023136000.0,448694232848.0554,2049978.0,209769.6346009567
Оренбургская область,2009,413395530800.0,449785898500.57324,2043150.0,202332.44294349413
Оренбургская область,2010,458145436800.0,477009615025.1475,2036770.0,224937.24711184867
Оренбургская область,2011,553320944100.0,548148413054.03766,2024254.0,273345.60983947664
Оренбургская область,2012,628563572900.0,607500157998.4401,2009848.0,312741.8456022545
Оренбургская область,2013,717014744500.0,678069760976.7443,1995431.0,359328.25765461195
Оренбургская область,2014,731277717200.0,696433065253.1372,1981016.0,369142.76169399946
Оренбургская область,2015,774962130500.0,767987471325.5,1967232.0,393935.3012252749
Орловская область,2004,46042344800.0,62857227363.67131,841108.0,54740.11042577172
Орловская область,2005,53181855900.0,67288342686.73178,828631.0,64180.38415169116
Орловская область,2006,64801601600.0,78912633134.20009,816743.0,79341.48391844191
Орловская область,2007,77101204700.0,88576006079.15132,808298.0,95387.1031476015
Орловская область,2008,96669905500.0,104475139454.11638,802031.0,120531.38282684833
Орловская область,2009,90623632400.0,114149980941.3756,796000.0,113848.78442211055
Орловская область,2010,106196680100.0,129367378885.14218,789368.0,134533.80438528038
Орловская область,2011,131198225600.0,141062601992.54614,783265.0,167501.70836179325
Орловская область,2012,146103181600.0,151191736405.28998,778024.0,187787.49961440777
Орловская область,2013,164797005300.0,167521255365.98203,772001.0,213467.3469334884
Орловская область,2014,178822492700.0,179268833641.7792,766329.0,233349.50484713484
Орловская область,2015,208237918700.0,203864922407.30002,760828.0,273699.07350938715
